date, Time, Sec since start, Connected, Data changed, GyroSensor.temperature, GyroSensor.x, GyroSensor.y, GyroSensor.z
2013-12-22, 17:40:13.675, 2175.27, 1, 1, 2.247058868, 1.067073226, 0.5487803221, -1.768292665
2013-12-22, 17:40:13.875, 2175.47, 1, 1, 2.341175079, 1.280487776, 0.5487803221, -1.859756112
2013-12-22, 17:40:14.75, 2175.67, 1, 1, 2.341175079, 1.158536673, 0.5182924867, -1.920731783
2013-12-22, 17:40:14.275, 2175.87, 1, 1, 2.341175079, 0.8841463327, 0.3963412941, -1.890244007
2013-12-22, 17:40:14.475, 2176.07, 1, 1, 2.341175079, 1.189024448, 0.4268290997, -2.042682886
2013-12-22, 17:40:14.675, 2176.27, 1, 1, 2.435295105, 1.219512224, 0.4878047407, -1.676829338
2013-12-22, 17:40:14.875, 2176.47, 1, 1, 2.341175079, 1.158536673, 0.5487803221, -1.981707335
2013-12-22, 17:40:15.75, 2176.67, 1, 1, 2.435295105, 1.036585331, 0.5182924867, -2.042682886
2013-12-22, 17:40:15.275, 2176.87, 1, 1, 2.435295105, 1.219512224, 0.5487803221, -1.768292665
2013-12-22, 17:40:15.475, 2177.07, 1, 1, 2.529411316, 1.280487776, 0.4573169351, -1.829268336
2013-12-22, 17:40:15.675, 2177.27, 1, 1, 2.623527527, 1.097561002, 0.5792681575, -1.79878056
